Gender,Chain,PaymentMethod,Occupation,Age,FamilySize,Income,PurchaseAmount
Female,Major A,Cash,Retired,33,7,0,8.05
Male,Major A,Cash,Skilled,45,2,85200,8.03
Male,Major A,Cash,Retired,67,1,4100,7.93
Female,Other,Cash,Service,61,4,19300,7.91
Female,Major B,StoreCard,Clerical,46,3,65900,7.91
Male,Major E,StoreCard,Owners,38,2,0,7.9
Female,Major A,Cash,Other,27,4,23700,7.87
Male,Other,Other,Other,47,3,58600,7.85
Male,Major E,Cash,Professional,69,2,19600,7.84
Female,Major A,Cash,Retired,46,3,27700,7.83
Male,Major A,Check,Professional,61,3,26000,7.75
Female,Major B,Cash,Other,33,2,68900,7.73
Male,Other,StoreCard,Service,52,5,85500,7.69
Male,Major A,Cash,Sales,69,4,52300,7.68
Female,Major E,Check,Sales,27,2,8650,7.66
Female,Major B,StoreCard,Other,27,2,53900,7.63
Male,Other,Cash,Owners,70,2,40900,7.58
Female,Major A,DebitCard,Other,35,3,60000,7.57
Male,Other,DebitCard,Other,38,4,74900,7.56
Male,Regional C,DebitCard,Professional,43,3,90600,7.54
Female,Major D,Cash,Service,71,1,200,7.51
Male,Major B,StoreCard,Other,47,3,2900,7.48
Female,Other,StoreCard,Retired,44,2,3200,7.44
Female,Major B,Check,Professional,37,1,68100,7.36
Female,Major D,Other,Skilled,70,2,47100,7.31
Female,Regional C,Cash,Other,64,1,59400,7.26
Female,Major A,Cash,Retired,66,2,42100,7.25
Female,Major A,Cash,Retired,26,2,15300,7.21
Male,Major E,Cash,Clerical,40,1,57200,7.18
Female,Major A,Cash,Retired,28,2,60400,7.15
Male,Regional C,Cash,Other,25,2,38400,7.14
Male,Other,StoreCard,Professional,52,2,23300,7.11
Female,Other,Cash,Owners,68,2,51500,7.09
Female,Major B,Cash,Skilled,60,4,60400,7
Male,Major D,Cash,Service,73,3,21400,7
Female,Other,StoreCard,Retired,51,2,65000,6.94
Female,Major A,Cash,Retired,79,2,43200,6.92
Female,Other,StoreCard,Other,27,3,40600,6.85
Female,Regional C,StoreCard,Owners,46,2,87800,6.8
Female,Major B,StoreCard,Other,57,1,50900,6.78
Female,Major D,Check,Skilled,35,2,15000,6.75
Female,Major A,Cash,Retired,77,1,15000,6.72
Male,Major A,Cash,Skilled,61,4,26000,6.65
Female,Major B,Cash,Service,34,3,83900,6.64
Male,Major A,Cash,Skilled,43,7,91300,6.63
Female,Regional C,Other,Other,32,1,9100,6.6
Male,Other,Cash,Other,27,2,19000,6.58
Female,Other,Cash,Other,46,2,13200,6.56
Male,Major E,StoreCard,Professional,59,2,24700,6.53
Female,Major D,Cash,Owners,62,4,34600,6.48
Male,Regional C,StoreCard,Other,76,1,88200,6.46
Male,Major D,Cash,Other,71,2,39300,6.43
Male,Other,Cash,Laborer,46,2,50700,6.37
Male,Other,Other,Other,39,2,88400,6.35
Male,Major B,Check,Skilled,27,2,29200,6.32
Female,Major A,Check,Other,28,4,76300,6.31
Male,Major A,Cash,Other,69,3,29600,6.3
Female,Major A,Cash,Retired,35,2,56800,6.29
Male,Major D,StoreCard,Other,30,1,19000,6.2
Male,Major A,Cash,Retired,50,2,18300,6.19
Female,Regional A,Check,Other,71,1,27200,6.1
Female,Major E,StoreCard,Other,57,1,84400,6.1
Female,Other,Cash,Retired,55,2,58800,6.07
Female,Major A,DebitCard,Other,42,1,67900,5.98
Female,Major D,Check,Professional,28,1,14700,5.96
Female,Major D,StoreCard,Other,57,1,24100,5.95
Male,Major E,Cash,Other,28,5,89000,5.92
Female,Major A,Cash,Retired,44,1,41300,5.9
Female,Major B,StoreCard,Retired,41,2,75900,5.9
Male,Major B,Cash,Retired,24,3,35100,5.84
Male,Regional C,Cash,Skilled,85,5,29700,5.83
Female,Other,Cash,Retired,44,2,76400,5.79
Female,Regional D,StoreCard,Military,34,3,88400,5.75
Female,Other,Cash,Other,25,1,29200,5.74
Female,Major B,Cash,Service,34,4,28800,5.72
Female,Other,Cash,Other,35,1,30000,5.72
Female,Other,Other,Professional,49,1,51200,5.68
Male,Major B,StoreCard,Retired,36,3,20900,5.64
Female,Other,Cash,Other,29,1,35200,5.58
Male,Major B,Cash,Retired,45,2,39200,5.53
Female,Major D,Cash,Retired,37,2,33900,5.52
Male,Major D,Cash,Skilled,62,2,31100,5.5
Female,Major B,StoreCard,Other,45,2,2200,5.48
Female,Major A,Cash,Service,78,2,7850,5.46
Female,Other,Cash,Other,57,1,46000,5.46
Male,Major E,StoreCard,Retired,42,2,0,5.31
Male,Other,Check,Retired,28,2,39500,5.25
Male,Other,Cash,Skilled,33,3,66900,5.24
Male,Other,Cash,Retired,62,2,50500,5.22
Female,Major D,Cash,Sales,49,3,0,5.21
Female,Major B,Cash,Retired,24,3,30800,5.17
Female,Other,Cash,Service,46,3,4300,5.15
Male,Other,Cash,Service,50,5,0,5.12
Male,Major B,Check,Owners,34,4,61500,5.12
Male,Regional D,Cash,Other,43,1,54700,5.07
Male,Major E,Check,Service,31,2,9950,5.06
Male,Other,Cash,Professional,28,5,30900,5.03
Male,Major A,DebitCard,Retired,39,7,59500,5.01
Male,Other,Cash,Retired,30,1,38500,4.98
Male,Other,Cash,Owners,81,3,6650,4.92
Female,Major A,DebitCard,Retired,78,4,22300,4.88
Male,Other,DebitCard,Sales,73,4,0,4.86
Male,Major E,DebitCard,Service,23,3,9950,4.84
Male,Regional C,StoreCard,Skilled,38,5,40900,4.84
Female,Major E,Cash,Clerical,40,1,51400,4.79
Female,Major D,Check,Other,26,1,58400,4.73
Male,Other,Check,Skilled,47,5,35500,4.67
Female,Other,Cash,Owners,65,1,0,4.65
Female,Major A,Cash,Other,68,2,12350,4.61
Female,Other,Cash,Retired,34,5,17800,4.57
Female,Major B,Cash,Other,68,1,69700,4.55
Female,Other,StoreCard,Skilled,34,6,84000,4.53
Female,Major A,Cash,Other,54,1,25100,4.52
Female,Other,Cash,Retired,31,2,500,4.5
Female,Regional B,Cash,Owners,47,2,47100,4.45
Female,Other,DebitCard,Farm,25,2,15600,4.39
Female,Major A,Cash,Service,18,3,600,4.37
Female,Other,Cash,Retired,69,1,14100,4.37
Female,Regional C,StoreCard,Other,32,3,13550,4.35
Female,Other,StoreCard,Sales,56,6,28600,4.28
Female,Major A,Cash,Retired,30,4,14050,4.27
Male,Major B,StoreCard,Other,78,2,14350,4.27
Male,Major B,DebitCard,Other,68,4,40300,4.24
Female,Regional C,Check,Other,33,1,89100,4.22
Female,Other,Cash,Other,75,2,23000,4.16
Female,Other,Cash,Service,65,5,91200,4.14
Male,Major B,StoreCard,Skilled,24,3,3700,4.14
Female,Major B,StoreCard,Professional,67,3,8350,4.09
Female,Major D,StoreCard,Other,25,3,48600,4.04
Female,Major B,StoreCard,Military,48,3,33500,4
Female,Major B,Cash,Other,22,4,7450,3.94
Female,Other,Cash,Retired,51,2,86200,3.93
Male,Major A,Cash,Other,35,3,58900,3.89
Male,Major A,DebitCard,Skilled,23,5,4600,3.83
Female,Other,Cash,Other,41,5,5050,3.79
Male,Major D,Other,Owners,29,6,27300,3.68
Female,Other,Cash,Skilled,36,6,10750,3.66
Female,Major E,Cash,Other,43,1,28100,3.59
Female,Major A,Cash,Retired,51,2,4200,3.58
Male,Other,Cash,Laborer,42,2,67500,3.53
Female,Major D,StoreCard,Retired,37,1,24100,3.51
Female,Major A,Cash,Owners,42,3,57800,3.4
Female,Regional A,Check,Retired,36,2,7900,3.38
Male,Major A,Cash,Skilled,89,4,16500,3.38
Male,Major A,Cash,Other,37,1,12900,3.28
Female,Major D,Check,Professional,68,3,9500,3.27
Male,Major A,Cash,Retired,70,2,0,3.21
Female,Major E,StoreCard,Service,63,5,3700,3.16
Female,Major E,Check,Professional,35,5,76800,3.14
Female,Major E,Cash,Professional,50,3,4500,3.12
Female,Major B,StoreCard,Other,72,2,29600,3.11
Male,Major A,Cash,Other,56,1,64600,3.07
Female,Regional D,Check,Retired,65,3,50100,2.99
Female,Regional A,Cash,Owners,36,3,91300,2.98
Female,Regional C,Cash,Other,23,3,32700,2.95
Male,Major A,Cash,Retired,64,2,41600,2.89
Male,Regional D,StoreCard,Retired,56,2,51200,2.88
Male,Major A,Cash,Other,56,1,61200,2.88
Female,Other,Cash,Skilled,29,8,0,2.85
Female,Major B,Cash,Other,27,4,9750,2.8
Female,Other,Other,Retired,23,1,56300,2.78
Female,Other,Cash,Retired,56,1,0,2.77
Female,Major A,Cash,Other,37,3,83900,2.74
Female,Major D,StoreCard,Retired,43,2,87600,2.71
Male,Other,Cash,Owners,67,2,40900,2.71
Male,Major A,Cash,Other,80,3,0,2.69
Female,Major A,Cash,Other,27,2,25600,2.64
Female,Major A,Cash,Owners,64,3,38600,2.64
Female,Major A,Cash,Other,35,1,34200,2.63
Female,Regional C,Cash,Other,68,2,49500,2.63
Female,Major E,StoreCard,Other,47,1,82800,2.63
Male,Major E,Cash,Other,46,2,45900,2.58
Male,Major B,StoreCard,Other,72,4,34600,2.57
Male,Regional D,StoreCard,Other,63,2,42500,2.57
Female,Major A,Cash,Other,46,2,53100,2.51
Male,Major A,DebitCard,Skilled,34,3,82700,2.5
Male,Major E,StoreCard,Service,60,2,36100,2.48
Female,Major A,Cash,Laborer,48,1,23300,2.43
Male,Other,Cash,Retired,23,9,24200,2.35
Female,Other,Cash,Skilled,28,3,59000,2.24
Male,Major B,StoreCard,Professional,52,2,26800,2.2
Female,Other,Cash,Retired,78,3,24200,2.12
Male,Major A,Cash,Other,45,1,900,2.07
Female,Regional C,Cash,Professional,69,2,6750,2.04
Male,Other,Cash,Other,48,1,1700,2.04
Male,Regional C,Check,Owners,73,3,28000,2
Female,Major E,StoreCard,Sales,53,2,2300,1.99
Female,Major A,Cash,Other,37,1,90100,1.97
Female,Regional B,Check,Other,57,1,82900,1.95
Female,Other,Cash,Sales,60,3,38100,1.92
Male,Other,Cash,Other,74,2,36900,1.87
Female,Major B,Cash,Other,34,2,3100,1.85
Female,Major A,Cash,Laborer,31,4,1400,1.83
Female,Other,Cash,Other,31,1,38100,1.77
Female,Major A,StoreCard,Professional,49,4,14100,1.72
Female,Regional C,Cash,Skilled,30,1,53900,1.62
Male,Major E,Cash,Other,46,2,51500,1.62
Female,Major B,Cash,Other,65,1,8100,1.6
Female,Major B,Cash,Other,63,4,29400,1.56
Female,Regional C,Cash,Other,54,3,41400,1.54
Female,Other,Cash,Military,31,2,45600,1.5
Female,Regional C,StoreCard,Skilled,54,5,48400,1.46
Female,Other,DebitCard,Professional,59,4,0,1.44
Female,Major A,Check,Owners,45,2,67600,1.44
Male,Major D,Cash,Retired,23,7,22200,1.44
Male,Regional B,Cash,Skilled,39,2,63500,1.44
Male,Other,Cash,Other,28,5,90700,1.42
Male,Major E,StoreCard,Retired,61,2,0,1.35
Female,Regional D,Cash,Skilled,32,2,52700,1.29
Male,Regional C,Cash,Skilled,58,3,85800,1.22
Female,Major A,Cash,Other,68,3,25400,1.15
Male,Other,Check,Owners,50,4,70900,1.15
Female,Major A,Cash,Owners,23,5,35600,1.14
Male,Major A,Cash,Other,44,1,3100,1.13
Male,Major B,Check,Other,40,2,21600,1.1
Female,Regional A,Cash,Skilled,35,2,57500,1.05
Female,Major E,Cash,Skilled,35,2,59600,1.03
Female,Other,Check,Owners,43,4,62500,1.03
Female,Major D,StoreCard,Other,32,2,2200,0.97
Female,Major E,StoreCard,Other,47,1,68800,0.95
Male,Major E,Check,Service,57,5,0,0.87
Female,Major A,Cash,Retired,79,1,9850,0.85
Male,Major A,Cash,Retired,25,2,24300,0.84
Female,Major A,DebitCard,Other,61,1,68100,0.82
Female,Other,Cash,Other,27,1,46800,0.81
Male,Other,Cash,Professional,48,2,86900,0.81
Male,Major B,Cash,Other,41,1,5550,0.76
Male,Major A,Cash,Retired,64,2,45700,0.74
Female,Major A,DebitCard,Other,34,2,4000,0.73
Female,Major D,Cash,Skilled,52,3,48700,0.68
Female,Major A,Cash,Other,40,1,27700,0.66
Male,Regional A,StoreCard,Retired,21,1,2100,0.65
Female,Other,DebitCard,Other,33,2,43800,0.62
Female,Other,Cash,Other,55,4,0,0.57
Female,Major D,Cash,Other,69,1,15750,0.53
Male,Major A,Cash,Owners,72,2,90600,0.51
Female,Regional C,StoreCard,Professional,40,2,54500,0.48
Female,Major B,StoreCard,Skilled,68,4,63000,0.48
Male,Regional D,StoreCard,Other,27,3,0,0.47
Male,Major D,Check,Military,55,1,0,0.46
Female,Major A,Cash,Other,75,1,15050,0.43
Female,Other,Cash,Other,44,1,31400,0.42
Male,Regional B,StoreCard,Retired,43,4,2100,0.29
Male,Other,Other,Other,25,1,9400,0.24
Female,Major B,StoreCard,Other,26,1,14700,0.23
Female,Other,Cash,Other,31,2,0,0.22
Male,Major A,Cash,Retired,43,3,37100,0.2
Female,Major B,StoreCard,Owners,71,4,33100,0.16
Female,Major D,Cash,Other,37,3,51200,0.12
Female,Major A,Cash,Other,21,2,7500,0.1
Male,Major B,Cash,Other,46,1,4800,0.01
Female,Other,Cash,Other,33,4,3500,0
Female,Major A,Cash,Professional,35,5,0,0
Female,Major B,StoreCard,Professional,41,3,0,0
Female,Major E,StoreCard,Skilled,42,4,1600,0
Female,Major D,StoreCard,Owners,43,5,4400,0
Female,Major B,StoreCard,Other,45,1,900,0
Female,Other,Cash,Owners,45,5,0,0
Female,Other,Cash,Owners,45,5,0,0
Female,Regional C,StoreCard,Other,47,2,900,0
Female,Regional C,Cash,Retired,48,2,0,0
Female,Major B,Check,Retired,50,2,3200,0
Female,Other,Cash,Skilled,50,2,0,0
Female,Regional B,Cash,Professional,52,5,4500,0
Female,Major A,Cash,Retired,53,3,3300,0
Female,Major B,Cash,Skilled,54,4,0,0
Female,Regional C,Cash,Other,82,3,0,0
Female,Major A,Cash,Other,19,2,2800,0
Female,Major B,StoreCard,Owners,20,3,1700,0
Female,Major E,Check,Retired,22,2,5700,0
Female,Regional A,StoreCard,Owners,23,2,2400,0
Female,Major A,Cash,Other,32,2,8800,0
Female,Regional B,Cash,Retired,39,1,9100,0
Female,Other,Cash,Service,40,3,3200,0
Female,Major B,Cash,Other,47,1,9500,0
Female,Major A,Cash,Owners,48,2,3400,0
Female,Major A,Cash,Other,59,4,1400,0
Female,Other,Check,Professional,74,5,8400,0
Female,Major D,Check,Retired,27,2,13550,0
Female,Regional C,StoreCard,Retired,28,2,5550,0
Female,Other,Cash,Other,32,2,11250,0
Female,Major E,StoreCard,Other,58,2,4750,0
Female,Major A,Cash,Retired,61,2,10550,0
Female,Major B,Cash,Other,75,2,10450,0
Female,Other,DebitCard,Other,74,4,6250,0
Female,Major D,StoreCard,Retired,76,2,12850,0
Female,Regional B,Cash,Retired,77,2,7950,0
Female,Major D,Check,Owners,42,3,11350,0
Female,Major A,Cash,Owners,64,2,11250,0
Female,Major E,Cash,Skilled,74,3,8950,0
Female,Major E,StoreCard,Skilled,74,2,15150,0
Female,Other,Check,Retired,22,1,20500,0
Female,Other,Cash,Farm,25,2,21500,0
Female,Major B,Cash,Other,26,1,21900,0
Female,Major A,Cash,Retired,28,2,21200,0
Female,Major D,StoreCard,Other,35,1,14900,0
Female,Major B,StoreCard,Skilled,65,4,22400,0
Female,Major B,StoreCard,Professional,72,2,22200,0
Female,Major E,StoreCard,Professional,84,3,12700,0
Female,Major D,Check,Retired,19,1,20800,0
Female,Regional C,Cash,Other,30,2,22100,0
Female,Other,Check,Retired,33,1,23000,0
Female,Major B,Cash,Skilled,42,4,21700,0
Female,Major D,Check,Other,44,2,22200,0
Female,Regional B,Check,Other,56,2,23800,0
Female,Other,Check,Owners,64,2,25700,0
Female,Major B,DebitCard,Skilled,66,4,26400,0
Female,Major B,StoreCard,Sales,68,2,24600,0
Female,Regional D,Cash,Retired,69,2,25500,0
Female,Major A,Cash,Retired,22,2,26100,0
Female,Regional C,Cash,Skilled,22,5,30200,0
Female,Regional C,StoreCard,Professional,22,1,24100,0
Female,Major B,Cash,Other,27,3,30400,0
Female,Major D,StoreCard,Skilled,43,2,25500,0
Female,Major A,Cash,Other,57,1,25600,0
Female,Major A,Cash,Service,63,3,24000,0
Female,Major E,Cash,Other,65,1,25200,0
Female,Major A,Check,Owners,73,3,30600,0
Female,Major B,Cash,Other,73,2,31600,0
Female,Regional D,StoreCard,Other,31,2,34100,0
Female,Major A,Cash,Sales,37,6,36800,0
Female,Major E,StoreCard,Other,41,1,34800,0
Female,Major D,Cash,Owners,62,4,29500,0
Female,Major D,Check,Skilled,62,3,31300,0
Female,Other,Cash,Other,69,3,33500,0
Female,Major B,Cash,Professional,25,1,36700,0
Female,Other,Cash,Owners,29,4,39900,0
Female,Other,Cash,Other,32,1,36500,0
Female,Major B,Cash,Other,34,7,33700,0
Female,Major A,Check,Other,38,3,32700,0
Female,Major A,Check,Retired,41,2,37300,0
Female,Major B,StoreCard,Owners,47,6,38900,0
Female,Major A,Cash,Other,48,1,32700,0
Female,Major B,StoreCard,Professional,48,2,35800,0
Female,Other,Check,Professional,48,3,35700,0
Female,Major A,Cash,Skilled,58,7,32600,0
Female,Major B,Check,Other,59,3,35400,0
Female,Regional C,DebitCard,Other,64,1,34100,0
Female,Other,Cash,Retired,73,1,35700,0
Female,Other,Cash,Retired,73,1,36700,0
Female,Other,Cash,Service,78,6,41400,0
Female,Major A,Cash,Owners,22,6,43500,0
Female,Regional D,Check,Other,24,1,43600,0
Female,Other,Cash,Retired,26,1,37500,0
Female,Other,StoreCard,Other,29,1,41500,0
Female,Major A,Cash,Retired,30,1,43800,0
Female,Other,Cash,Other,30,2,38300,0
Female,Other,StoreCard,Other,31,5,42300,0
Female,Major D,Check,Owners,34,5,45500,0
Female,Major B,StoreCard,Other,35,1,42200,0
Female,Major B,Cash,Other,36,1,40300,0
Female,Regional A,Cash,Service,42,4,45400,0
Female,Major A,Cash,Retired,43,2,43400,0
Female,Other,Other,Other,57,1,40600,0
Female,Other,Cash,Retired,21,1,47600,0
Female,Major E,StoreCard,Sales,25,5,50000,0
Female,Regional C,Check,Retired,29,1,43300,0
Female,Regional B,Cash,Other,30,1,47100,0
Female,Regional C,StoreCard,Other,31,2,52200,0
Female,Regional D,Check,Other,33,1,52000,0
Female,Major A,Cash,Laborer,34,3,48500,0
Female,Major E,Cash,Retired,38,3,51600,0
Female,Major A,Cash,Other,55,4,49500,0
Female,Regional D,StoreCard,Other,65,1,49700,0
Female,Major A,Cash,Retired,70,2,46900,0
Female,Regional C,StoreCard,Other,74,8,51400,0
Female,Regional C,Check,Other,25,3,51700,0
Female,Other,Cash,Retired,30,2,51900,0
Female,Major A,Check,Other,31,4,50700,0
Female,Major A,Cash,Other,33,3,52300,0
Female,Other,Cash,Retired,35,2,52700,0
Female,Major E,Cash,Skilled,35,2,50000,0
Female,Other,Cash,Retired,37,2,59300,0
Female,Major A,Cash,Professional,43,3,57100,0
Female,Other,Check,Professional,49,3,57200,0
Female,Other,Cash,Other,55,2,54900,0
Female,Other,Cash,Other,55,4,56800,0
Female,Major A,Cash,Other,57,1,53800,0
Female,Major D,Check,Other,57,1,53400,0
Female,Major B,Cash,Other,67,3,53400,0
Female,Major B,DebitCard,Other,74,2,52900,0
Female,Other,Cash,Owners,26,5,68700,0
Female,Major A,Cash,Retired,28,2,66300,0
Female,Major A,Cash,Owners,29,3,62100,0
Female,Major A,Cash,Other,32,2,64800,0
Female,Major A,Cash,Other,32,2,66900,0
Female,Other,Check,Other,36,4,64500,0
Female,Major B,Cash,Other,37,3,65400,0
Female,Regional C,StoreCard,Other,38,2,68600,0
Female,Other,DebitCard,Other,40,3,62000,0
Female,Other,DebitCard,Skilled,42,2,68500,0
Female,Major B,StoreCard,Owners,47,2,68300,0
Female,Major E,StoreCard,Other,47,1,66900,0
Female,Other,Cash,Other,49,1,62300,0
Female,Major D,StoreCard,Retired,49,2,67800,0
Female,Other,Other,Other,55,3,66900,0
Female,Major E,StoreCard,Owners,55,4,62400,0
Female,Major A,DebitCard,Other,57,1,63300,0
Female,Major B,StoreCard,Other,57,1,63100,0
Female,Major B,Cash,Skilled,60,3,65500,0
Female,Major B,StoreCard,Skilled,29,3,72300,0
Female,Major E,Check,Skilled,30,5,76400,0
Female,Major A,Cash,Other,35,1,75900,0
Female,Other,StoreCard,Skilled,37,4,70200,0
Female,Major B,Cash,Service,41,2,68200,0
Female,Major A,Cash,Other,47,1,67700,0
Female,Other,Cash,Other,48,4,68300,0
Female,Major B,Check,Retired,51,2,68900,0
Female,Major E,Cash,Other,51,1,68100,0
Female,Major E,Cash,Other,51,1,72500,0
Female,Other,Cash,Sales,29,5,90800,0
Female,Major B,Cash,Other,30,1,89500,0
Female,Regional B,Check,Other,32,3,91400,0
Female,Regional C,StoreCard,Owners,32,3,84300,0
Female,Regional C,StoreCard,Clerical,32,5,85400,0
Female,Major E,Check,Retired,32,1,85400,0
Female,Major B,Check,Other,33,1,87700,0
Female,Major E,Check,Other,35,2,89600,0
Female,Major A,Cash,Other,36,2,91500,0
Female,Other,Cash,Other,36,1,87900,0
Female,Other,StoreCard,Owners,36,2,86600,0
Female,Other,StoreCard,Retired,36,2,85000,0
Female,Regional C,Cash,Owners,37,4,86200,0
Female,Other,Other,Other,37,2,87500,0
Female,Regional C,StoreCard,Skilled,38,4,92400,0
Female,Major A,Cash,Retired,40,1,84500,0
Female,Major B,Cash,Skilled,40,3,91900,0
Female,Major D,StoreCard,Other,40,2,82600,0
Female,Major D,Cash,Retired,42,2,91800,0
Female,Major E,StoreCard,Skilled,42,2,82700,0
Female,Major A,Cash,Skilled,45,7,90500,0
Female,Major E,Cash,Other,47,2,90000,0
Female,Regional C,StoreCard,Skilled,50,2,89400,0
Female,Major D,Cash,Other,50,3,83100,0
Female,Major A,Cash,Retired,51,2,89400,0
Female,Major A,Cash,Owners,51,2,91500,0
Female,Major D,Cash,Retired,64,2,89800,0
Male,Other,Cash,Retired,33,2,3500,0
Male,Other,StoreCard,Other,34,3,0,0
Male,Other,Cash,Owners,35,4,4200,0
Male,Major A,Cash,Professional,38,4,1700,0
Male,Other,Cash,Skilled,41,4,0,0
Male,Other,Cash,Skilled,43,6,400,0
Male,Major A,Check,Owners,44,2,300,0
Male,Regional C,StoreCard,Skilled,50,5,0,0
Male,Regional D,StoreCard,Skilled,51,5,0,0
Male,Major E,Cash,Other,74,2,1400,0
Male,Other,Cash,Skilled,77,8,3600,0
Male,Other,Cash,Other,29,2,7500,0
Male,Major E,Cash,Skilled,51,3,3600,0
Male,Regional D,Check,Military,59,4,13250,0
Male,Major E,StoreCard,Other,64,2,8850,0
Male,Major B,Cash,Other,68,1,9550,0
Male,Major B,StoreCard,Other,70,2,6050,0
Male,Other,StoreCard,Other,23,1,8350,0
Male,Major D,Cash,Skilled,56,4,12150,0
Male,Major A,Cash,Other,67,2,13650,0
Male,Major D,StoreCard,Retired,68,2,14050,0
Male,Major E,StoreCard,Retired,76,2,13050,0
Male,Major A,Cash,Owners,85,6,7950,0
Male,Major D,Cash,Other,24,5,8850,0
Male,Major A,DebitCard,Professional,44,2,19200,0
Male,Major E,StoreCard,Other,49,3,20400,0
Male,Major E,Cash,Skilled,65,4,13600,0
Male,Other,Cash,Other,68,2,19600,0
Male,Other,Cash,Other,68,3,19300,0
Male,Other,Check,Professional,71,2,13700,0
Male,Major A,Cash,Other,76,1,17800,0
Male,Regional C,Cash,Other,24,3,22200,0
Male,Major B,Check,Other,26,4,23400,0
Male,Major A,Cash,Other,27,2,25200,0
Male,Major B,StoreCard,Clerical,34,4,23700,0
